time,volume,open,high,low,close,bid,ask
2024-01-09T08:00:00,1107,1.17464,1.17722,1.17363,1.17722,1.17722,1.17733
2024-01-09T12:00:00,1917,1.17722,1.1796,1.17671,1.1796,1.1796,1.17968
2024-01-09T16:00:00,1448,1.1796,1.1815,1.17921,1.1815,1.1815,1.18163
2024-01-09T20:00:00,1562,1.1815,1.18334,1.18079,1.18334,1.18334,1.18342
2024-01-10T00:00:00,1583,1.18334,1.18518,1.18301,1.18518,1.18518,1.18523
2024-01-10T04:00:00,1472,1.18518,1.18704,1.18388,1.187,1.187,1.18705
2024-01-10T08:00:00,1263,1.187,1.18924,1.18644,1.18924,1.18924,1.18938
2024-01-10T12:00:00,807,1.18924,1.19137,1.18878,1.19137,1.19137,1.19145
2024-01-10T16:00:00,1106,1.19137,1.1933,1.19079,1.1933,1.1933,1.19336
2024-01-10T20:00:00,1929,1.1933,1.19558,1.1926,1.19558,1.19558,1.19571
2024-01-11T00:00:00,1177,1.19558,1.19731,1.19465,1.19731,1.19731,1.19736
2024-01-11T04:00:00,1042,1.19731,1.1987,1.19599,1.19775,1.19775,1.19782
2024-01-11T08:00:00,1018,1.19775,1.19955,1.19683,1.19955,1.19955,1.19966
2024-01-11T12:00:00,1084,1.19955,1.20171,1.19795,1.20159,1.20159,1.20174
2024-01-11T16:00:00,1815,1.20159,1.2038,1.20033,1.2038,1.2038,1.20387
2024-01-11T20:00:00,1254,1.2038,1.20666,1.20227,1.20666,1.20666,1.20674
2024-01-12T00:00:00,1987,1.20666,1.20807,1.20605,1.20807,1.20807,1.2082
2024-01-12T04:00:00,1455,1.20807,1.20982,1.20758,1.20982,1.20982,1.20994
2024-01-12T08:00:00,898,1.20982,1.21176,1.20833,1.21176,1.21176,1.21184
2024-01-12T12:00:00,1376,1.21176,1.21487,1.21098,1.21487,1.21487,1.21498
2024-01-12T16:00:00,1451,1.21487,1.2161,1.2136,1.21557,1.21557,1.21563
2024-01-12T20:00:00,1828,1.21557,1.21734,1.21365,1.21734,1.21734,1.21747
2024-01-15T00:00:00,1056,1.21734,1.21894,1.21689,1.21894,1.21894,1.21903
2024-01-15T04:00:00,1723,1.21894,1.22104,1.2177,1.22104,1.22104,1.22112
2024-01-15T08:00:00,1831,1.22104,1.22304,1.2203,1.22304,1.22304,1.22318
2024-01-15T12:00:00,1024,1.22304,1.22617,1.22129,1.22617,1.22617,1.22626
2024-01-15T16:00:00,1090,1.22617,1.2272,1.22508,1.2272,1.2272,1.22727
2024-01-15T20:00:00,877,1.2272,1.23033,1.22572,1.23033,1.23033,1.23042
2024-01-16T00:00:00,1854,1.23033,1.23175,1.22963,1.23175,1.23175,1.23181
2024-01-16T04:00:00,1697,1.23175,1.23467,1.23028,1.23467,1.23467,1.23473
2024-01-16T08:00:00,1321,1.23467,1.23687,1.23429,1.23687,1.23687,1.23695
2024-01-16T12:00:00,1938,1.23687,1.23907,1.23624,1.23907,1.23907,1.23919
2024-01-16T16:00:00,1661,1.23907,1.24173,1.23788,1.24173,1.24173,1.24186
2024-01-16T20:00:00,1822,1.24173,1.24338,1.24122,1.24338,1.24338,1.24351
2024-01-17T00:00:00,1897,1.24338,1.2456,1.24262,1.2456,1.2456,1.24569
2024-01-17T04:00:00,1671,1.2456,1.24748,1.24488,1.24748,1.24748,1.24761
2024-01-17T08:00:00,837,1.24748,1.2491,1.24591,1.2491,1.2491,1.24921
2024-01-17T12:00:00,1270,1.2491,1.25191,1.24829,1.25191,1.25191,1.25196
2024-01-17T16:00:00,894,1.25191,1.25317,1.25084,1.25317,1.25317,1.25331
2024-01-17T20:00:00,849,1.25317,1.25503,1.25226,1.25503,1.25503,1.25511
2024-01-18T00:00:00,1766,1.25503,1.2566,1.25423,1.2566,1.2566,1.25671
2024-01-18T04:00:00,1540,1.2566,1.25793,1.25581,1.25793,1.25793,1.25804
2024-01-18T08:00:00,877,1.25793,1.25965,1.25678,1.25965,1.25965,1.25971
2024-01-18T12:00:00,1549,1.25965,1.26203,1.25903,1.26203,1.26203,1.26216
2024-01-18T16:00:00,1685,1.26203,1.26516,1.26121,1.26516,1.26516,1.26525
2024-01-18T20:00:00,1520,1.26516,1.26705,1.26466,1.26705,1.26705,1.26715
2024-01-19T00:00:00,868,1.26705,1.27043,1.26544,1.27043,1.27043,1.27048
2024-01-19T04:00:00,1333,1.27043,1.27155,1.26951,1.27155,1.27155,1.27161
2024-01-19T08:00:00,1078,1.27155,1.27369,1.27093,1.27369,1.27369,1.27378
2024-01-19T12:00:00,1941,1.27369,1.27512,1.27195,1.27512,1.27512,1.27518
2024-01-19T16:00:00,1288,1.27512,1.2769,1.27458,1.2769,1.2769,1.27705
2024-01-19T20:00:00,844,1.2769,1.27875,1.2756,1.27875,1.27875,1.27888
2024-01-22T00:00:00,817,1.27875,1.28146,1.27794,1.28146,1.28146,1.28152
2024-01-22T04:00:00,1617,1.28146,1.28368,1.27995,1.28368,1.28368,1.28377
2024-01-22T08:00:00,1843,1.28368,1.28642,1.28224,1.28642,1.28642,1.28649
2024-01-22T12:00:00,1976,1.28642,1.28834,1.2849,1.28834,1.28834,1.28842
2024-01-22T16:00:00,859,1.28834,1.29077,1.28753,1.29077,1.29077,1.29088
2024-01-22T20:00:00,1022,1.29077,1.29266,1.29028,1.29266,1.29266,1.29279
2024-01-23T00:00:00,1331,1.29266,1.29532,1.29172,1.29532,1.29532,1.29541
2024-01-23T04:00:00,1117,1.29532,1.29629,1.29461,1.29629,1.29629,1.29639
2024-01-23T08:00:00,1751,1.29629,1.29825,1.29506,1.29825,1.29825,1.29832
2024-01-23T12:00:00,1092,1.29825,1.29841,1.29782,1.2982,1.2982,1.29833
2024-01-23T16:00:00,1180,1.2982,1.29893,1.29767,1.2977,1.2977,1.2978
2024-01-23T20:00:00,982,1.2977,1.29834,1.29717,1.29754,1.29754,1.29761
2024-01-24T00:00:00,1119,1.29754,1.29807,1.29709,1.2978,1.2978,1.29794
2024-01-24T04:00:00,1072,1.2978,1.29859,1.29748,1.29802,1.29802,1.29808
2024-01-24T08:00:00,673,1.29802,1.29836,1.29744,1.29806,1.29806,1.29818
2024-01-24T12:00:00,592,1.29806,1.29866,1.29708,1.29708,1.29708,1.29717
2024-01-24T16:00:00,837,1.29708,1.29775,1.29652,1.29729,1.29729,1.29737
2024-01-24T20:00:00,596,1.29729,1.29798,1.29688,1.29751,1.29751,1.29762
2024-01-25T00:00:00,720,1.29751,1.2979,1.29672,1.2978,1.2978,1.29791
2024-01-25T04:00:00,738,1.2978,1.29821,1.29737,1.29802,1.29802,1.29816
2024-01-25T08:00:00,604,1.29802,1.29854,1.29758,1.2983,1.2983,1.2984
2024-01-25T12:00:00,536,1.2983,1.29877,1.29795,1.29821,1.29821,1.29827
2024-01-25T16:00:00,617,1.29821,1.29889,1.29773,1.29855,1.29855,1.29861
2024-01-25T20:00:00,747,1.29855,1.29912,1.2981,1.29912,1.29912,1.29924
2024-01-26T00:00:00,990,1.29912,1.29952,1.29892,1.29952,1.29952,1.29961
2024-01-26T04:00:00,489,1.29952,1.29982,1.29918,1.29929,1.29929,1.29937
2024-01-26T08:00:00,1053,1.29929,1.2998,1.2988,1.29949,1.29949,1.29964
2024-01-26T12:00:00,699,1.29949,1.29992,1.29929,1.29951,1.29951,1.29963
2024-01-26T16:00:00,508,1.29951,1.29992,1.29902,1.2997,1.2997,1.29983
2024-01-26T20:00:00,629,1.2997,1.30041,1.29945,1.30041,1.30041,1.3005
2024-01-29T00:00:00,692,1.30041,1.30107,1.29969,1.30037,1.30037,1.30043
2024-01-29T04:00:00,522,1.30037,1.30092,1.30003,1.30072,1.30072,1.30087
2024-01-29T08:00:00,1081,1.30072,1.30136,1.30027,1.30112,1.30112,1.30123
2024-01-29T12:00:00,882,1.30112,1.30211,1.30075,1.30079,1.30079,1.30087
2024-01-29T16:00:00,1187,1.30079,1.30123,1.30048,1.30096,1.30096,1.30105
2024-01-29T20:00:00,913,1.30096,1.30167,1.30073,1.3011,1.3011,1.30116
2024-01-30T00:00:00,911,1.3011,1.3017,1.30073,1.30079,1.30079,1.30089
2024-01-30T04:00:00,474,1.30079,1.3014,1.30028,1.30031,1.30031,1.30038
2024-01-30T08:00:00,549,1.30031,1.30097,1.29978,1.29978,1.29978,1.29991
2024-01-30T12:00:00,656,1.29978,1.30034,1.29927,1.30034,1.30034,1.30043
2024-01-30T16:00:00,961,1.30034,1.30126,1.29935,1.2998,1.2998,1.29992
2024-01-30T20:00:00,727,1.2998,1.30049,1.29903,1.30021,1.30021,1.30027
2024-01-31T00:00:00,1107,1.30021,1.30124,1.29929,1.3007,1.3007,1.30078
2024-01-31T04:00:00,934,1.3007,1.30163,1.29987,1.30047,1.30047,1.30057
2024-01-31T08:00:00,899,1.30047,1.30067,1.29973,1.29973,1.29973,1.29979
2024-01-31T12:00:00,545,1.29973,1.30051,1.29898,1.30035,1.30035,1.30044
2024-01-31T16:00:00,612,1.30035,1.30106,1.29987,1.30053,1.30053,1.30064
2024-01-31T20:00:00,1020,1.30053,1.30112,1.30012,1.30048,1.30048,1.30057
2024-02-01T00:00:00,453,1.30048,1.30102,1.29958,1.30093,1.30093,1.30102
2024-02-01T04:00:00,449,1.30093,1.30151,1.30038,1.30115,1.30115,1.30124
2024-02-01T08:00:00,922,1.30115,1.30181,1.30052,1.30145,1.30145,1.30153
2024-02-01T12:00:00,649,1.30145,1.30214,1.3005,1.3005,1.3005,1.30062
2024-02-01T16:00:00,538,1.3005,1.30118,1.30007,1.30096,1.30096,1.30104
2024-02-01T20:00:00,915,1.30096,1.30221,1.30044,1.30084,1.30084,1.30094
2024-02-02T00:00:00,686,1.30084,1.3012,1.30023,1.30065,1.30065,1.30077
2024-02-02T04:00:00,882,1.30065,1.3011,1.30029,1.30076,1.30076,1.30087
2024-02-02T08:00:00,1167,1.30076,1.30109,1.30034,1.30109,1.30109,1.30122
2024-02-02T12:00:00,704,1.30109,1.30189,1.30053,1.30072,1.30072,1.30082
2024-02-02T16:00:00,1129,1.30072,1.3013,1.30043,1.30118,1.30118,1.30128
2024-02-02T20:00:00,1090,1.30118,1.30165,1.30084,1.30085,1.30085,1.30091
2024-02-05T00:00:00,966,1.30085,1.30136,1.3003,1.30136,1.30136,1.30144
2024-02-05T04:00:00,1087,1.30136,1.30211,1.29987,1.29987,1.29987,1.29996
2024-02-05T08:00:00,1005,1.29987,1.30022,1.29914,1.29991,1.29991,1.30004
2024-02-05T12:00:00,408,1.29991,1.30034,1.29957,1.29988,1.29988,1.3
2024-02-05T16:00:00,647,1.29988,1.30008,1.2994,1.29964,1.29964,1.29976
2024-02-05T20:00:00,983,1.29964,1.3002,1.29918,1.2995,1.2995,1.29964
2024-02-06T00:00:00,1181,1.2995,1.30028,1.29866,1.30026,1.30026,1.30031
2024-02-06T04:00:00,1070,1.30026,1.30065,1.29977,1.29977,1.29977,1.29991
2024-02-06T08:00:00,697,1.29977,1.30012,1.29882,1.29997,1.29997,1.30011
2024-02-06T12:00:00,1060,1.29997,1.30073,1.29925,1.29995,1.29995,1.30002
2024-02-06T16:00:00,406,1.29995,1.30089,1.29963,1.29966,1.29966,1.29973
2024-02-06T20:00:00,542,1.29966,1.30037,1.29902,1.29913,1.29913,1.29925
2024-02-07T00:00:00,474,1.29913,1.29965,1.29811,1.29891,1.29891,1.29903
2024-02-07T04:00:00,1025,1.29891,1.29996,1.29846,1.29875,1.29875,1.29886
2024-02-07T08:00:00,967,1.29875,1.29918,1.29835,1.29848,1.29848,1.2986
2024-02-07T12:00:00,715,1.29848,1.29895,1.298,1.298,1.298,1.29814
2024-02-07T16:00:00,1152,1.298,1.29815,1.2976,1.29815,1.29815,1.29821
2024-02-07T20:00:00,998,1.29815,1.29848,1.2978,1.29821,1.29821,1.29834
2024-02-08T00:00:00,844,1.29821,1.29896,1.29747,1.29826,1.29826,1.29836
2024-02-08T04:00:00,631,1.29826,1.29982,1.29716,1.29982,1.29982,1.29995
2024-02-08T08:00:00,877,1.29982,1.30073,1.29941,1.3002,1.3002,1.30026
2024-02-08T12:00:00,755,1.3002,1.30059,1.3,1.30046,1.30046,1.30051
2024-02-08T16:00:00,762,1.30046,1.30108,1.29992,1.30108,1.30108,1.30115
2024-02-08T20:00:00,896,1.30108,1.3017,1.30039,1.30124,1.30124,1.30131
2024-02-09T00:00:00,921,1.30124,1.30162,1.30065,1.30156,1.30156,1.30168
2024-02-09T04:00:00,831,1.30156,1.30217,1.30116,1.30129,1.30129,1.30134
2024-02-09T08:00:00,622,1.30129,1.3017,1.30076,1.30076,1.30076,1.30083
2024-02-09T12:00:00,731,1.30076,1.30137,1.3003,1.30137,1.30137,1.30152
2024-02-09T16:00:00,1062,1.30137,1.30185,1.30078,1.30148,1.30148,1.30155
2024-02-09T20:00:00,1072,1.30148,1.30201,1.30093,1.3018,1.3018,1.30192
2024-02-12T00:00:00,751,1.3018,1.30249,1.30106,1.30116,1.30116,1.30126
2024-02-12T04:00:00,1081,1.30116,1.30166,1.30067,1.30166,1.30166,1.30171
2024-02-12T08:00:00,546,1.30166,1.3023,1.30116,1.30195,1.30195,1.30207
2024-02-12T12:00:00,562,1.30195,1.30259,1.30149,1.30255,1.30255,1.30263
2024-02-12T16:00:00,920,1.30255,1.30342,1.30188,1.3024,1.3024,1.30252
2024-02-12T20:00:00,1057,1.3024,1.30336,1.30167,1.30231,1.30231,1.30238
2024-02-13T00:00:00,959,1.30231,1.30284,1.30139,1.30212,1.30212,1.30224
2024-02-13T04:00:00,863,1.30212,1.30286,1.30158,1.30193,1.30193,1.30206
2024-02-13T08:00:00,901,1.30193,1.303,1.30106,1.30282,1.30282,1.30292
2024-02-13T12:00:00,1021,1.30282,1.3034,1.30228,1.30241,1.30241,1.30255
2024-02-13T16:00:00,756,1.30241,1.30298,1.30186,1.30274,1.30274,1.30286
2024-02-13T20:00:00,903,1.30274,1.30307,1.30243,1.30256,1.30256,1.30267
2024-02-14T00:00:00,939,1.30256,1.30306,1.30223,1.30278,1.30278,1.30293
2024-02-14T04:00:00,441,1.30278,1.3041,1.30194,1.30232,1.30232,1.30246
2024-02-14T08:00:00,938,1.30232,1.303,1.30165,1.30197,1.30197,1.30209
2024-02-14T12:00:00,446,1.30197,1.30238,1.30123,1.30123,1.30123,1.30134
2024-02-14T16:00:00,1179,1.30123,1.3018,1.30078,1.3015,1.3015,1.30162
2024-02-14T20:00:00,902,1.3015,1.30234,1.30037,1.30172,1.30172,1.30178
2024-02-15T00:00:00,1264,1.30172,1.30231,1.29965,1.29965,1.29965,1.29972
2024-02-15T04:00:00,1918,1.29965,1.30049,1.29825,1.29825,1.29825,1.29833
2024-02-15T08:00:00,1955,1.29825,1.29892,1.29554,1.29554,1.29554,1.29567
2024-02-15T12:00:00,818,1.29554,1.29627,1.29423,1.29508,1.29508,1.29516
2024-02-15T16:00:00,952,1.29508,1.29574,1.29301,1.29301,1.29301,1.29314
2024-02-15T20:00:00,1828,1.29301,1.29321,1.29148,1.29148,1.29148,1.29161
2024-02-16T00:00:00,1569,1.29148,1.29279,1.28978,1.28978,1.28978,1.28986
2024-02-16T04:00:00,1550,1.28978,1.29065,1.28712,1.28712,1.28712,1.28718
2024-02-16T08:00:00,1049,1.28712,1.28851,1.28474,1.28474,1.28474,1.28485
2024-02-16T12:00:00,1084,1.28474,1.28608,1.28257,1.28257,1.28257,1.28263
2024-02-16T16:00:00,1271,1.28257,1.28363,1.28136,1.28136,1.28136,1.28143
2024-02-16T20:00:00,1611,1.28136,1.28302,1.27936,1.27936,1.27936,1.27948
2024-02-19T00:00:00,1791,1.27936,1.28063,1.27711,1.27711,1.27711,1.27723
2024-02-19T04:00:00,1780,1.27711,1.2777,1.27521,1.27521,1.27521,1.27535
2024-02-19T08:00:00,1655,1.27521,1.27615,1.2725,1.2725,1.2725,1.27258
2024-02-19T12:00:00,1565,1.2725,1.27314,1.27132,1.27132,1.27132,1.27141
2024-02-19T16:00:00,1864,1.27132,1.27185,1.26916,1.26916,1.26916,1.26922
2024-02-19T20:00:00,1227,1.26916,1.26998,1.26781,1.26781,1.26781,1.26793
2024-02-20T00:00:00,1211,1.26781,1.26835,1.26499,1.26499,1.26499,1.26511
2024-02-20T04:00:00,1283,1.26499,1.26559,1.2631,1.2631,1.2631,1.26325
2024-02-20T08:00:00,1996,1.2631,1.26487,1.26161,1.26161,1.26161,1.26171
2024-02-20T12:00:00,1345,1.26161,1.26318,1.25929,1.25929,1.25929,1.25943
2024-02-20T16:00:00,1277,1.25929,1.25997,1.25662,1.25662,1.25662,1.2567
2024-02-20T20:00:00,1167,1.25662,1.25734,1.25405,1.25405,1.25405,1.25413
2024-02-21T00:00:00,1849,1.25405,1.25479,1.25165,1.25165,1.25165,1.25171
2024-02-21T04:00:00,1859,1.25165,1.25293,1.24941,1.24941,1.24941,1.24954
2024-02-21T08:00:00,1081,1.24941,1.25033,1.24639,1.24639,1.24639,1.24653
2024-02-21T12:00:00,1879,1.24639,1.24769,1.24334,1.24334,1.24334,1.24344
2024-02-21T16:00:00,1031,1.24334,1.24442,1.24144,1.24164,1.24164,1.24177
2024-02-21T20:00:00,842,1.24164,1.24232,1.23923,1.23923,1.23923,1.23929
2024-02-22T00:00:00,1445,1.23923,1.23969,1.23643,1.23643,1.23643,1.23654
2024-02-22T04:00:00,1528,1.23643,1.23795,1.23513,1.23552,1.23552,1.23565
2024-02-22T08:00:00,1665,1.23552,1.23584,1.23312,1.23312,1.23312,1.23324
2024-02-22T12:00:00,805,1.23312,1.23463,1.23128,1.23128,1.23128,1.23134
2024-02-22T16:00:00,1486,1.23128,1.23182,1.22876,1.22876,1.22876,1.22881
2024-02-22T20:00:00,1476,1.22876,1.22998,1.22633,1.22633,1.22633,1.22645
2024-02-23T00:00:00,1866,1.22633,1.22779,1.22406,1.22406,1.22406,1.22412
2024-02-23T04:00:00,1270,1.22406,1.22511,1.2216,1.2216,1.2216,1.22173
2024-02-23T08:00:00,1209,1.2216,1.2224,1.21941,1.21941,1.21941,1.21949
2024-02-23T12:00:00,1652,1.21941,1.22048,1.21825,1.21825,1.21825,1.21831
2024-02-23T16:00:00,1053,1.21825,1.21938,1.21604,1.21604,1.21604,1.21616
2024-02-23T20:00:00,878,1.21604,1.21672,1.21441,1.21441,1.21441,1.21452
2024-02-26T00:00:00,1418,1.21441,1.21599,1.21308,1.21308,1.21308,1.21321
2024-02-26T04:00:00,1976,1.21308,1.21479,1.21126,1.21126,1.21126,1.21138
2024-02-26T08:00:00,1935,1.21126,1.21164,1.20868,1.20868,1.20868,1.20882
2024-02-26T12:00:00,1783,1.20868,1.21035,1.20681,1.20681,1.20681,1.20687
2024-02-26T16:00:00,1511,1.20681,1.20884,1.20441,1.20441,1.20441,1.20449
2024-02-26T20:00:00,1337,1.20441,1.20519,1.20272,1.20272,1.20272,1.20287
2024-02-27T00:00:00,1768,1.20272,1.20337,1.201,1.201,1.201,1.20109
2024-02-27T04:00:00,981,1.201,1.20198,1.19906,1.19906,1.19906,1.19914
2024-02-27T08:00:00,815,1.19906,1.20006,1.1966,1.1966,1.1966,1.19674
2024-02-27T12:00:00,1205,1.1966,1.19848,1.19487,1.19487,1.19487,1.19501
2024-02-27T16:00:00,1839,1.19487,1.19636,1.19317,1.19317,1.19317,1.19328
2024-02-27T20:00:00,872,1.19317,1.19402,1.19191,1.19191,1.19191,1.19203
2024-02-28T00:00:00,849,1.19191,1.19253,1.18922,1.18922,1.18922,1.18928
2024-02-28T04:00:00,1627,1.18922,1.19049,1.1867,1.1867,1.1867,1.18685
2024-02-28T08:00:00,1942,1.1867,1.18793,1.18481,1.18481,1.18481,1.18495
2024-02-28T12:00:00,1904,1.18481,1.18596,1.18272,1.18272,1.18272,1.18282
2024-02-28T16:00:00,1547,1.18272,1.18326,1.18061,1.18061,1.18061,1.18073
2024-02-28T20:00:00,1159,1.18061,1.18116,1.17868,1.17868,1.17868,1.17883
2024-02-29T00:00:00,1036,1.17868,1.18004,1.17725,1.17749,1.17749,1.17759
2024-02-29T04:00:00,1964,1.17749,1.17894,1.17627,1.17669,1.17669,1.17674
2024-02-29T08:00:00,1815,1.17669,1.17766,1.17537,1.17537,1.17537,1.17546
2024-02-29T12:00:00,1391,1.17537,1.17616,1.17205,1.17205,1.17205,1.17219
2024-02-29T16:00:00,1596,1.17205,1.173,1.17049,1.17049,1.17049,1.17055
2024-02-29T20:00:00,1239,1.17049,1.17097,1.16844,1.16844,1.16844,1.16853
2024-03-01T00:00:00,999,1.16844,1.16943,1.16625,1.16625,1.16625,1.16631
2024-03-01T04:00:00,1125,1.16625,1.16686,1.16435,1.16435,1.16435,1.16448
2024-03-01T08:00:00,1183,1.16435,1.16508,1.16284,1.16284,1.16284,1.16298
2024-03-01T12:00:00,1841,1.16284,1.16498,1.15944,1.15944,1.15944,1.15951
2024-03-01T16:00:00,1830,1.15944,1.16131,1.15781,1.15781,1.15781,1.1579
2024-03-01T20:00:00,1249,1.15781,1.15993,1.15532,1.15532,1.15532,1.15546
2024-03-04T00:00:00,1887,1.15532,1.1566,1.15343,1.15351,1.15351,1.15364
2024-03-04T04:00:00,1131,1.15351,1.15475,1.15218,1.15237,1.15237,1.15244
2024-03-04T08:00:00,1395,1.15237,1.15262,1.15083,1.15083,1.15083,1.1509
2024-03-04T12:00:00,1271,1.15083,1.15162,1.14804,1.14804,1.14804,1.14814
2024-03-04T16:00:00,1211,1.14804,1.14897,1.14615,1.14615,1.14615,1.14621
2024-03-04T20:00:00,950,1.14615,1.14688,1.14345,1.14345,1.14345,1.14356
2024-03-05T00:00:00,1966,1.14345,1.14363,1.14136,1.14136,1.14136,1.14145
2024-03-05T04:00:00,1027,1.14136,1.14295,1.14033,1.14087,1.14087,1.14093
2024-03-05T08:00:00,863,1.14087,1.14185,1.13858,1.13858,1.13858,1.13863
2024-03-05T12:00:00,1041,1.13858,1.13924,1.13671,1.13671,1.13671,1.13683
2024-03-05T16:00:00,1343,1.13671,1.13797,1.13515,1.13515,1.13515,1.13522
2024-03-05T20:00:00,1611,1.13515,1.13606,1.13277,1.13277,1.13277,1.13282
2024-03-06T00:00:00,1309,1.13277,1.1346,1.13107,1.13107,1.13107,1.13118
2024-03-06T04:00:00,1151,1.13107,1.13247,1.12843,1.13042,1.13042,1.13049
2024-03-06T08:00:00,871,1.13042,1.13087,1.12928,1.12928,1.12928,1.12934
2024-03-06T12:00:00,1784,1.12928,1.13014,1.12763,1.12763,1.12763,1.12769
2024-03-06T16:00:00,1716,1.12763,1.12849,1.12518,1.12518,1.12518,1.12525
2024-03-06T20:00:00,1377,1.12518,1.12698,1.12268,1.12268,1.12268,1.12273
2024-03-07T00:00:00,1790,1.12268,1.12429,1.11961,1.11961,1.11961,1.11976
2024-03-07T04:00:00,1777,1.11961,1.12044,1.11772,1.11772,1.11772,1.11779
2024-03-07T08:00:00,1005,1.11772,1.1185,1.11519,1.11519,1.11519,1.11529
2024-03-07T12:00:00,1008,1.11519,1.11573,1.11321,1.11321,1.11321,1.11331
2024-03-07T16:00:00,1045,1.11321,1.11373,1.1117,1.1117,1.1117,1.11183
2024-03-07T20:00:00,1130,1.1117,1.11237,1.11024,1.11024,1.11024,1.11036
2024-03-08T00:00:00,1902,1.11024,1.11194,1.10837,1.10837,1.10837,1.10845
2024-03-08T04:00:00,1909,1.10837,1.10948,1.10529,1.10529,1.10529,1.10542
2024-03-08T08:00:00,978,1.10529,1.10576,1.10389,1.10389,1.10389,1.10404
2024-03-08T12:00:00,743,1.10389,1.10563,1.10161,1.10323,1.10323,1.10338
2024-03-08T16:00:00,968,1.10323,1.10542,1.10127,1.10386,1.10386,1.10399
2024-03-08T20:00:00,551,1.10386,1.1061,1.09874,1.10362,1.10362,1.10372
2024-03-11T00:00:00,1074,1.10362,1.10575,1.10128,1.10427,1.10427,1.1044
2024-03-11T04:00:00,749,1.10427,1.10696,1.10166,1.10696,1.10696,1.10709
2024-03-11T08:00:00,449,1.10696,1.10947,1.10333,1.1068,1.1068,1.10692
2024-03-11T12:00:00,1148,1.1068,1.10932,1.10474,1.10932,1.10932,1.10943
2024-03-11T16:00:00,844,1.10932,1.11118,1.10641,1.11032,1.11032,1.11039
2024-03-11T20:00:00,915,1.11032,1.11545,1.10625,1.11045,1.11045,1.11053
